no,name,attributes,type_name,form_name,hp,atk,matk,def,mdef,spd,trait_name,trait_desc,bloodline_skill_names,own_skill_names,skill_stone_names,strong_against,weak_against,resist,resisted,detail_url,image
NO.241,龙鱼,水|龙,最终形态,原始形态,75,116,123,112,116,125,洄游,每次进入蓄力状态，获得全技能能耗永久-1。,拍击|恶能量|龙吼|球状闪电|缠丝劲|火焰冲锋|幻象|花香|冷风|噬心|虹光冲击|离子震荡|魅惑|星云漩涡|扬沙|溃烂触碰|水弹枪|风矢,魔法增效|潮涌|角击|架势|先发制人|打湿|水幕冲击|龙吟|龙炮|润泽|龙之利爪|怨力打击|龙息环爆|水刃|天洪|花香|火焰冲锋|水弹枪|虹光冲击|扬沙|冷风|龙吼|球状闪电|溃烂触碰|噬心|缠丝劲|风矢|魅惑|幻象|恶能量|离子震荡|星云漩涡|吞噬|力量增效|咆哮|快速移动|应激反应|防御|借用|水炮|升龙咆哮|电弧|超导|扇风|翼击|龙卷风|乘风,乘风|借用|力量增效|升龙咆哮|吞噬|咆哮|应激反应|快速移动|扇风|水炮|电弧|翼击|超导|追打|防御|龙卷风,,冰|龙|萌,火|机械|水|翼,,https://wiki.biligame.com/rocom/龙鱼,https://lokewangguoshijie.com/pokemon/NO.241_龙鱼.webp
NO.242,胆小鳗鱼,电|水,Ⅰ阶,原始形态,68,92,92,83,90,92,生物电,携带的电系技能获得迸发：能耗-2。,防反|等价交换|升龙咆哮|触电|反击拳|火焰护盾|虚化|蜡质膜|雪替身|掩护|虹光冲击|离子震荡|魅惑|冥想|淤泥表皮|溃烂触碰|水弹枪|风墙,防御|泡沫|蓄水|电弧|电离爆破|当头棒喝|集中|交叉闪电|水花四溅|电磁偏转|双联脉冲|水光冲击|泡沫幻影|雷暴|强制重启|蜡质膜|火焰护盾|水弹枪|虹光冲击|淤泥表皮|雪替身|升龙咆哮|触电|溃烂触碰|掩护|反击拳|风墙|魅惑|虚化|等价交换|离子震荡|冥想|追打|激怒|血气|复写|耀眼|消毒法|热身运动|嗜痛|水泡盾|潮涌|潮汐|跺地|硬化|泥巴喷射|远程访问,嗜痛|复写|水泡盾|泥巴喷射|消毒法|潮汐|潮涌|激怒|热身运动|硬化|耀眼|血气|跺地|远程访问|追打|音爆,,地|草,翼|机械|火,,https://wiki.biligame.com/rocom/胆小鳗鱼,https://lokewangguoshijie.com/pokemon/NO.242_胆小鳗鱼.webp
NO.243,闪电鳗鱼,电|水,最终形态,原始形态,85,115,115,104,112,115,生物电,携带的电系技能获得迸发：能耗-2。,防反|等价交换|升龙咆哮|触电|反击拳|火焰护盾|虚化|蜡质膜|雪替身|掩护|虹光冲击|离子震荡|魅惑|冥想|淤泥表皮|溃烂触碰|水弹枪|风墙,防御|泡沫|蓄水|电弧|电离爆破|当头棒喝|集中|交叉闪电|水花四溅|电磁偏转|双联脉冲|水光冲击|泡沫幻影|雷暴|强制重启|蜡质膜|火焰护盾|水弹枪|虹光冲击|淤泥表皮|雪替身|升龙咆哮|触电|溃烂触碰|掩护|反击拳|风墙|魅惑|虚化|等价交换|离子震荡|冥想|追打|激怒|血气|复写|耀眼|消毒法|热身运动|嗜痛|水泡盾|潮涌|潮汐|跺地|硬化|泥巴喷射|远程访问,嗜痛|复写|水泡盾|泥巴喷射|消毒法|潮汐|潮涌|激怒|热身运动|硬化|耀眼|血气|跺地|远程访问|追打|音爆,,地|草,翼|机械|火,,https://wiki.biligame.com/rocom/闪电鳗鱼,https://lokewangguoshijie.com/pokemon/NO.243_闪电鳗鱼.webp
NO.244,翡翠水母,水|毒,Ⅰ阶,原始形态,108,30,68,75,109,76,扩散侵蚀,使用水系技能后，敌方获得中毒，获得层数等于中毒印记层数的2倍。,防反|等价交换|升龙咆哮|触电|反击拳|火焰护盾|虚化|蜡质膜|雪替身|掩护|虹光冲击|离子震荡|魅惑|冥想|淤泥表皮|毒沼|水弹枪|风墙,甩水|洗礼|不可接触|腐蚀酸液|以毒攻毒|瘴气喷射|泡沫幻影|激流|疫病吐息|湮灭|毒液渗透|鸩毒|天洪|蜡质膜|火焰护盾|水弹枪|虹光冲击|淤泥表皮|雪替身|升龙咆哮|触电|毒沼|掩护|反击拳|风墙|魅惑|虚化|等价交换|离子震荡|冥想|防御|血气|复写|耀眼|吓退|水炮|润泽|蓄水|水环|潮汐|飞吻|捧杀,乱打|吓退|复写|捧杀|水炮|水环|润泽|潮汐|耀眼|蓄水|血气|防御|飞吻,,电|地|恶|幻,火|机械|毒|虫|武|萌,,https://wiki.biligame.com/rocom/翡翠水母,https://lokewangguoshijie.com/pokemon/NO.244_翡翠水母.webp
NO.245,琉璃水母,水|毒,最终形态,原始形态,134,37,85,93,136,95,扩散侵蚀,使用水系技能后，敌方获得中毒，获得层数等于中毒印记层数的2倍。,防反|等价交换|升龙咆哮|触电|反击拳|火焰护盾|虚化|蜡质膜|雪替身|掩护|虹光冲击|离子震荡|魅惑|冥想|淤泥表皮|毒沼|水弹枪|风墙,甩水|洗礼|不可接触|腐蚀酸液|以毒攻毒|瘴气喷射|泡沫幻影|激流|疫病吐息|湮灭|毒液渗透|鸩毒|天洪|蜡质膜|火焰护盾|水弹枪|虹光冲击|淤泥表皮|雪替身|升龙咆哮|触电|毒沼|掩护|反击拳|风墙|魅惑|虚化|等价交换|离子震荡|冥想|防御|血气|复写|耀眼|吓退|水炮|润泽|蓄水|水环|潮汐|飞吻|捧杀,乱打|吓退|复写|捧杀|水炮|水环|润泽|潮汐|耀眼|蓄水|血气|防御|飞吻,,电|地|恶|幻,火|机械|毒|虫|武|萌,,https://wiki.biligame.com/rocom/琉璃水母,https://lokewangguoshijie.com/pokemon/NO.245_琉璃水母.webp
NO.246,裘洛,毒,Ⅰ阶,原始形态,44,56,50,39,48,75,蚀刻,回合结束时，敌方每2层中毒转化为1层中毒印记。,拍击|诋毁|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|幻象|花香|冷风|噬心|虹光冲击|离子震荡|魅惑|星云漩涡|扬沙|毒沼|泡沫|鹰爪,防御|以毒攻毒|毒泡泡|旋转突击|毒孢子|连续毒针|腐化|瘴气喷射|疫病吐息|能量炮|热身运动|毒液渗透|剧毒|感染病|毒囊|花香|火焰冲锋|泡沫|虹光冲击|扬沙|冷风|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|鹰爪|魅惑|幻象|诋毁|离子震荡|星云漩涡|聒噪|应激反应|复写|先发制人|晒太阳|电弧|超导|闪击折返|强制重启|崩拳|气波|魔爪|暗突袭|欺诈契约|掠夺,先发制人|复写|崩拳|应激反应|强制重启|掠夺|晒太阳|暗突袭|欺诈契约|气波|电弧|聒噪|超导|闪击折返|阻断|魔爪,草|萌,地|恶|幻,草|毒|虫|武|萌,普通|恶,https://wiki.biligame.com/rocom/裘洛,https://lokewangguoshijie.com/pokemon/NO.246_裘洛.webp
NO.247,裘力,毒,Ⅱ阶,原始形态,59,74,67,52,64,100,蚀刻,回合结束时，敌方每2层中毒转化为1层中毒印记。,拍击|诋毁|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|幻象|花香|冷风|噬心|虹光冲击|离子震荡|魅惑|星云漩涡|扬沙|毒沼|泡沫|鹰爪,防御|以毒攻毒|毒泡泡|旋转突击|毒孢子|连续毒针|腐化|瘴气喷射|疫病吐息|能量炮|热身运动|毒液渗透|剧毒|感染病|毒囊|花香|火焰冲锋|泡沫|虹光冲击|扬沙|冷风|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|鹰爪|魅惑|幻象|诋毁|离子震荡|星云漩涡|聒噪|应激反应|复写|先发制人|晒太阳|电弧|超导|闪击折返|强制重启|崩拳|气波|魔爪|暗突袭|欺诈契约|掠夺,先发制人|复写|崩拳|应激反应|强制重启|掠夺|晒太阳|暗突袭|欺诈契约|气波|电弧|聒噪|超导|闪击折返|阻断|魔爪,草|萌,地|恶|幻,草|毒|虫|武|萌,普通|恶,https://wiki.biligame.com/rocom/裘力,https://lokewangguoshijie.com/pokemon/NO.247_裘力.webp
NO.248,裘卡,毒,最终形态,原始形态,73,93,83,65,81,125,蚀刻,回合结束时，敌方每2层中毒转化为1层中毒印记。,拍击|诋毁|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|幻象|花香|冷风|噬心|虹光冲击|离子震荡|魅惑|星云漩涡|扬沙|毒沼|泡沫|鹰爪,防御|以毒攻毒|毒泡泡|旋转突击|毒孢子|连续毒针|腐化|瘴气喷射|疫病吐息|能量炮|热身运动|毒液渗透|剧毒|感染病|毒囊|花香|火焰冲锋|泡沫|虹光冲击|扬沙|冷风|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|鹰爪|魅惑|幻象|诋毁|离子震荡|星云漩涡|聒噪|应激反应|复写|先发制人|晒太阳|电弧|超导|闪击折返|强制重启|崩拳|气波|魔爪|暗突袭|欺诈契约|掠夺,先发制人|复写|崩拳|应激反应|强制重启|掠夺|晒太阳|暗突袭|欺诈契约|气波|电弧|聒噪|超导|闪击折返|阻断|魔爪,草|萌,地|恶|幻,草|毒|虫|武|萌,普通|恶,https://wiki.biligame.com/rocom/裘卡,https://lokewangguoshijie.com/pokemon/NO.248_裘卡.webp
NO.249,可爱猿,火,Ⅰ阶,原始形态,100,97,43,86,67,36,散热,初始能量为0，入场前己方精灵每放1次火系技能，回复3能量。,星星撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰箭|灵媒|花香|冰爪|噬心|透射|械斗|飞吻|星云漩涡|跺地|毒沼|泡沫|风矢,力量增效|炎息|吹火|防御|焚烧烙印|先发制人|怒火|灼伤|充分燃烧|火云车|热身|闪燃|持续高温|花香|火焰箭|泡沫|透射|跺地|冰爪|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|风矢|飞吻|灵媒|恶能量|械斗|星云漩涡|偷袭|快速移动|取念|压扁|当头棒喝|晒太阳|有效预防|倾泻|主轴|地刺|岩土暴击|鸣沙陷阱|钧势|超级糖果|生日蛋糕|爆米花爆破,主轴|倾泻|偷袭|压扁|取念|地刺|岩土暴击|当头棒喝|快速移动|晒太阳|有效预防|爆米花爆破|生日蛋糕|超级糖果|连续爪击|钧势|鸣沙陷阱,草|冰|虫|机械,水|地,草|冰|虫|机械|萌,水|地|龙,https://wiki.biligame.com/rocom/可爱猿,https://lokewangguoshijie.com/pokemon/NO.249_可爱猿.webp
NO.250,炽热猿,火,Ⅱ阶,原始形态,133,130,57,115,89,48,散热,初始能量为0，入场前己方精灵每放1次火系技能，回复3能量。,星星撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰箭|灵媒|花香|冰爪|噬心|透射|械斗|飞吻|星云漩涡|跺地|毒沼|泡沫|风矢,力量增效|炎息|吹火|防御|焚烧烙印|先发制人|怒火|灼伤|充分燃烧|火云车|热身|闪燃|持续高温|花香|火焰箭|泡沫|透射|跺地|冰爪|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|风矢|飞吻|灵媒|恶能量|械斗|星云漩涡|偷袭|快速移动|取念|压扁|当头棒喝|晒太阳|有效预防|倾泻|主轴|地刺|岩土暴击|鸣沙陷阱|钧势|超级糖果|生日蛋糕|爆米花爆破,主轴|倾泻|偷袭|压扁|取念|地刺|岩土暴击|当头棒喝|快速移动|晒太阳|有效预防|爆米花爆破|生日蛋糕|超级糖果|连续爪击|钧势|鸣沙陷阱,草|冰|虫|机械,水|地,草|冰|虫|机械|萌,水|地|龙,https://wiki.biligame.com/rocom/炽热猿,https://lokewangguoshijie.com/pokemon/NO.250_炽热猿.webp
NO.251,火焰猿,火,最终形态,原始形态,167,162,72,143,111,60,散热,初始能量为0，入场前己方精灵每放1次火系技能，回复3能量。,星星撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰箭|灵媒|花香|冰爪|噬心|透射|械斗|飞吻|星云漩涡|跺地|毒沼|泡沫|风矢,力量增效|炎息|吹火|防御|焚烧烙印|先发制人|怒火|灼伤|充分燃烧|火云车|热身|闪燃|持续高温|花香|火焰箭|泡沫|透射|跺地|冰爪|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|风矢|飞吻|灵媒|恶能量|械斗|星云漩涡|偷袭|快速移动|取念|压扁|当头棒喝|晒太阳|有效预防|倾泻|主轴|地刺|岩土暴击|鸣沙陷阱|钧势|超级糖果|生日蛋糕|爆米花爆破,主轴|倾泻|偷袭|压扁|取念|地刺|岩土暴击|当头棒喝|快速移动|晒太阳|有效预防|爆米花爆破|生日蛋糕|超级糖果|连续爪击|钧势|鸣沙陷阱,草|冰|虫|机械,水|地,草|冰|虫|机械|萌,水|地|龙,https://wiki.biligame.com/rocom/火焰猿,https://lokewangguoshijie.com/pokemon/NO.251_火焰猿.webp
NO.252,布鲁斯,冰,Ⅰ阶,原始形态,44,60,16,68,53,54,冰钻,敌方携带技能总能耗每有1点，自己攻击时威力+10%。,猛烈撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|灵媒|花香|冷风|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,霜降|冰爪|先发制人|防御|力量增效|丢冰块|冰捆缚|暴风雪|速冻|冰晶坠|瞬间零度|滚雪球|冰雹|花香|火焰冲锋|泡沫|透射|跺地|冷风|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|风矢|碰爪|灵媒|恶能量|械斗|星云漩涡|偷袭|精神扰乱|取念|热身运动|晒太阳|有效预防|倾泻|主轴|落石|撕咬|暗突袭|力量吞噬|迫害,主轴|倾泻|偷袭|力量吞噬|取念|撕咬|晒太阳|暗突袭|有效预防|热身运动|精神扰乱|落石|连续爪击|迫害,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/布鲁斯,https://lokewangguoshijie.com/pokemon/NO.252_布鲁斯.webp
NO.253,雪顶布鲁斯,冰,Ⅱ阶,原始形态,58,81,22,91,70,72,冰钻,敌方携带技能总能耗每有1点，自己攻击时威力+10%。,猛烈撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|灵媒|花香|冷风|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,霜降|冰爪|先发制人|防御|力量增效|丢冰块|冰捆缚|暴风雪|速冻|冰晶坠|瞬间零度|滚雪球|冰雹|花香|火焰冲锋|泡沫|透射|跺地|冷风|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|风矢|碰爪|灵媒|恶能量|械斗|星云漩涡|偷袭|精神扰乱|取念|热身运动|晒太阳|有效预防|倾泻|主轴|落石|撕咬|暗突袭|力量吞噬|迫害,主轴|倾泻|偷袭|力量吞噬|取念|撕咬|晒太阳|暗突袭|有效预防|热身运动|精神扰乱|落石|连续爪击|迫害,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/雪顶布鲁斯,https://lokewangguoshijie.com/pokemon/NO.253_雪顶布鲁斯.webp
NO.254,冰钻布鲁斯,冰,最终形态,原始形态,73,101,27,114,88,90,冰钻,敌方携带技能总能耗每有1点，自己攻击时威力+10%。,猛烈撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|灵媒|花香|冷风|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,霜降|冰爪|先发制人|防御|力量增效|丢冰块|冰捆缚|暴风雪|速冻|冰晶坠|瞬间零度|滚雪球|冰雹|花香|火焰冲锋|泡沫|透射|跺地|冷风|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|风矢|碰爪|灵媒|恶能量|械斗|星云漩涡|偷袭|精神扰乱|取念|热身运动|晒太阳|有效预防|倾泻|主轴|落石|撕咬|暗突袭|力量吞噬|迫害,主轴|倾泻|偷袭|力量吞噬|取念|撕咬|晒太阳|暗突袭|有效预防|热身运动|精神扰乱|落石|连续爪击|迫害,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/冰钻布鲁斯,https://lokewangguoshijie.com/pokemon/NO.254_冰钻布鲁斯.webp
NO.255,治愈兔,火|萌,Ⅰ阶,原始形态,67,28,73,60,76,54,仁心,敌方受到灼烧伤害时，自己回复等量生命。,星星撞击|贪婪|升龙咆哮|麻痹|化劲|火焰箭|灵媒|徒长|霜降|假寐|虹光冲击|金属噪音|魅惑|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,引燃|热气|飞吻|火爪|防御|示弱|撒娇|焚烧烙印|赤子之心|破罐破摔|天火|易燃物质|爆裂飞弹|徒长|火焰箭|蓄水|虹光冲击|泥浆铠甲|霜降|升龙咆哮|麻痹|毒孢子|假寐|化劲|羽化加速|魅惑|灵媒|贪婪|金属噪音|超维投射|应激反应|退化|无畏之心|复写|晒太阳|摇篮曲|充分燃烧|火焰护盾|烈焰风暴|除厄|漫反射|天光|生日蛋糕,充分燃烧|复写|天光|应激反应|摇篮曲|无畏之心|晒太阳|漫反射|火焰护盾|烈焰风暴|生日蛋糕|退化|除厄|魔法增效,,水|地|毒|恶,草|冰|虫|萌|武,,https://wiki.biligame.com/rocom/治愈兔,https://lokewangguoshijie.com/pokemon/NO.255_治愈兔.webp
NO.256,红丝绒,火|萌,Ⅱ阶,原始形态,90,38,98,80,101,72,仁心,敌方受到灼烧伤害时，自己回复等量生命。,星星撞击|贪婪|升龙咆哮|麻痹|化劲|火焰箭|灵媒|徒长|霜降|假寐|虹光冲击|金属噪音|魅惑|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,引燃|热气|飞吻|火爪|防御|示弱|撒娇|焚烧烙印|赤子之心|破罐破摔|天火|易燃物质|爆裂飞弹|徒长|火焰箭|蓄水|虹光冲击|泥浆铠甲|霜降|升龙咆哮|麻痹|毒孢子|假寐|化劲|羽化加速|魅惑|灵媒|贪婪|金属噪音|超维投射|应激反应|退化|无畏之心|复写|晒太阳|摇篮曲|充分燃烧|火焰护盾|烈焰风暴|除厄|漫反射|天光|生日蛋糕,充分燃烧|复写|天光|应激反应|摇篮曲|无畏之心|晒太阳|漫反射|火焰护盾|烈焰风暴|生日蛋糕|退化|除厄|魔法增效,,水|地|毒|恶,草|冰|虫|萌|武,,https://wiki.biligame.com/rocom/红丝绒,https://lokewangguoshijie.com/pokemon/NO.256_红丝绒.webp
NO.257,红绒十字,火|萌,最终形态,原始形态,112,47,122,100,127,90,仁心,敌方受到灼烧伤害时，自己回复等量生命。,星星撞击|贪婪|升龙咆哮|麻痹|化劲|火焰箭|灵媒|徒长|霜降|假寐|虹光冲击|金属噪音|魅惑|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,引燃|热气|飞吻|火爪|防御|示弱|撒娇|焚烧烙印|赤子之心|破罐破摔|天火|易燃物质|爆裂飞弹|徒长|火焰箭|蓄水|虹光冲击|泥浆铠甲|霜降|升龙咆哮|麻痹|毒孢子|假寐|化劲|羽化加速|魅惑|灵媒|贪婪|金属噪音|超维投射|应激反应|退化|无畏之心|复写|晒太阳|摇篮曲|充分燃烧|火焰护盾|烈焰风暴|除厄|漫反射|天光|生日蛋糕,充分燃烧|复写|天光|应激反应|摇篮曲|无畏之心|晒太阳|漫反射|火焰护盾|烈焰风暴|生日蛋糕|退化|除厄|魔法增效,,水|地|毒|恶,草|冰|虫|萌|武,,https://wiki.biligame.com/rocom/红绒十字,https://lokewangguoshijie.com/pokemon/NO.257_红绒十字.webp
NO.258,乌达（极昼的样子）,恶|火,Ⅰ阶,原始形态,80,95,49,70,42,33,恶魔的晚宴,主动击败敌方精灵时，自己获得双攻+50%。,星星撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰箭|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|鹰爪,炎息|诋毁|贪婪|力量增效|当头棒喝|怒火|流星火雨|恶意逃离|火焰切割|趁火打劫|极限撕裂|闪燃|暗突袭|花香|火焰箭|泡沫|透射|跺地|冰爪|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|鹰爪|碰爪|灵媒|恶能量|械斗|星云漩涡|气势一击|快速移动|伺机而动|防御|取念|热身运动|崩拳|反击拳|提气|风矢|力量吞噬|跌落,伺机而动|力量吞噬|反击拳|取念|崩拳|快速移动|提气|气势一击|热身运动|跌落|连续爪击|防御|风矢,,光|武|水|地,幽|龙|草|冰|机械,,https://wiki.biligame.com/rocom/乌达（极昼的样子）,https://lokewangguoshijie.com/pokemon/NO.258_乌达（极昼的样子）.webp
NO.259,迷你乌（极昼的样子）,恶|火,Ⅱ阶,原始形态,107,126,66,93,56,44,恶魔的晚宴,主动击败敌方精灵时，自己获得双攻+50%。,星星撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰箭|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|鹰爪,炎息|诋毁|贪婪|力量增效|当头棒喝|怒火|流星火雨|恶意逃离|火焰切割|趁火打劫|极限撕裂|闪燃|暗突袭|花香|火焰箭|泡沫|透射|跺地|冰爪|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|鹰爪|碰爪|灵媒|恶能量|械斗|星云漩涡|气势一击|快速移动|伺机而动|防御|取念|热身运动|崩拳|反击拳|提气|风矢|力量吞噬|跌落,伺机而动|力量吞噬|反击拳|取念|崩拳|快速移动|提气|气势一击|热身运动|跌落|连续爪击|防御|风矢,,光|武|水|地,幽|龙|草|冰|机械,,https://wiki.biligame.com/rocom/迷你乌（极昼的样子）,https://lokewangguoshijie.com/pokemon/NO.259_迷你乌（极昼的样子）.webp
NO.260,乌拉塔（极昼的样子）,恶|火,最终形态,原始形态,134,158,82,116,70,55,恶魔的晚宴,主动击败敌方精灵时，自己获得双攻+50%。,星星撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰箭|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|鹰爪,炎息|诋毁|贪婪|力量增效|当头棒喝|怒火|流星火雨|恶意逃离|火焰切割|趁火打劫|极限撕裂|闪燃|暗突袭|花香|火焰箭|泡沫|透射|跺地|冰爪|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|鹰爪|碰爪|灵媒|恶能量|械斗|星云漩涡|气势一击|快速移动|伺机而动|防御|取念|热身运动|崩拳|反击拳|提气|风矢|力量吞噬|跌落,伺机而动|力量吞噬|反击拳|取念|崩拳|快速移动|提气|气势一击|热身运动|跌落|连续爪击|防御|风矢,,光|武|水|地,幽|龙|草|冰|机械,,https://wiki.biligame.com/rocom/乌拉塔（极昼的样子）,https://lokewangguoshijie.com/pokemon/NO.260_乌拉塔（极昼的样子）.webp
